Area_sqft,Bedrooms,Bathrooms,House_Age,Location,Price
1715,1,1,19,Urban,11732980.0
822,3,3,8,Prime,13658243.0
1951,5,5,7,Urban,18933909.0
1424,5,5,22,Suburban,14389649.0
3222,4,4,6,Suburban,23137065.0
3740,5,5,12,Urban,29965723.0
3417,3,3,2,Urban,26711864.0
920,3,3,25,Prime,13430435.0
2393,3,3,30,Urban,18375668.0
3245,3,4,27,Suburban,20566033.0
1350,1,2,16,Suburban,9374987.0
1260,5,4,30,Urban,14376466.0
3753,2,2,27,Suburban,21989130.0
3378,1,2,6,Urban,22860060.0
516,4,4,16,Urban,10597124.0
1666,1,2,21,Prime,16168026.0
850,2,2,30,Prime,13717807.0
2386,1,1,6,Suburban,14735296.0
599,2,2,21,Suburban,6209196.0
3347,1,1,0,Prime,26390097.0
2193,3,4,7,Urban,18088816.0
814,3,3,23,Urban,10112177.0
3946,5,5,27,Urban,29398412.0
1827,1,1,2,Urban,16400364.0
3413,4,4,9,Suburban,23171227.0
3662,4,4,19,Suburban,24128421.0
1932,1,1,5,Urban,14797630.0
1425,4,3,18,Suburban,10488470.0
3831,4,4,30,Suburban,24100520.0
2487,3,4,25,Urban,19204557.0
1168,4,5,23,Urban,15338764.0
3689,1,1,18,Urban,24127610.0
1375,5,5,15,Urban,16252290.0
2966,2,3,7,Prime,25011301.0
719,1,1,16,Suburban,5388905.0
3709,2,2,3,Suburban,23308196.0
3367,5,6,11,Suburban,24304316.0
2439,4,4,24,Prime,23976858.0
2485,4,3,8,Urban,21868519.0
2848,2,2,25,Urban,18227568.0
1972,3,2,11,Suburban,14526410.0
725,5,5,27,Prime,17175557.0
1263,1,1,5,Urban,9808087.0
3801,3,4,15,Urban,27909487.0
2766,3,2,17,Urban,22273798.0
1971,1,1,2,Suburban,14029371.0
648,4,4,4,Urban,11263406.0
2372,1,1,22,Urban,16819872.0
3588,2,3,10,Urban,25013371.0
2362,5,5,13,Urban,20718192.0
708,5,6,11,Urban,13398763.0
1599,3,4,15,Urban,16384855.0
636,2,3,8,Urban,10595515.0
3854,2,1,24,Urban,25329328.0
1006,2,1,26,Suburban,7145934.0
2800,5,6,7,Suburban,21354014.0
792,1,1,28,Urban,9585926.0
2356,1,1,24,Urban,14166110.0
3633,5,5,7,Urban,27660758.0
1034,5,5,29,Prime,14984416.0
2722,3,3,11,Urban,19963101.0
3059,5,6,5,Urban,25317961.0
572,5,4,10,Suburban,8604156.0
2743,5,6,10,Suburban,22018783.0
958,4,5,11,Urban,13357466.0
3818,2,1,20,Prime,28266850.0
2693,3,2,26,Urban,20086009.0
2494,5,6,16,Suburban,22147668.0
622,5,6,14,Prime,15731241.0
1652,5,4,28,Suburban,13365046.0
1892,1,1,20,Suburban,11729306.0
2690,1,1,2,Urban,18566832.0
2211,3,3,2,Urban,17384139.0
1019,4,3,23,Suburban,9373238.0
1030,2,2,11,Urban,13174178.0
1295,1,2,3,Urban,12937746.0
529,4,5,17,Urban,10681642.0
2508,2,1,30,Urban,15952463.0
1274,5,4,5,Suburban,14554190.0
2753,5,4,2,Urban,24154606.0
2482,5,5,22,Urban,21450990.0
3880,1,1,10,Urban,25870213.0
2770,3,3,14,Urban,20912741.0
630,5,5,0,Urban,12610150.0
594,4,4,6,Urban,11787817.0
3566,5,5,28,Urban,25978786.0
610,4,3,7,Urban,11130386.0
1920,5,4,29,Urban,17675515.0
1042,2,3,24,Urban,10818593.0
608,1,1,23,Suburban,5980985.0
1973,5,4,29,Urban,16496364.0
1889,3,4,24,Urban,15882639.0
3687,2,2,0,Suburban,23318462.0
2595,3,4,13,Prime,24901282.0
2506,1,1,0,Urban,19613881.0
1790,4,5,15,Urban,18290183.0
2683,4,3,18,Urban,22500085.0
1728,3,4,24,Suburban,14098789.0
2772,2,1,2,Urban,20540883.0
3354,4,3,14,Urban,24962903.0
2499,1,1,20,Urban,16828708.0
1987,1,1,30,Urban,13680616.0
1859,1,1,14,Suburban,11245983.0
3852,4,3,5,Prime,32983919.0
860,4,3,10,Urban,12392109.0
1405,2,1,21,Prime,14763529.0
1358,4,5,13,Urban,14843615.0
844,3,3,27,Urban,9892017.0
3579,4,3,19,Urban,26901293.0
2193,5,5,20,Urban,19932985.0
664,2,1,9,Prime,11436714.0
3052,5,5,24,Urban,24373009.0
1369,1,2,24,Suburban,8483537.0
1727,4,3,26,Suburban,12331726.0
3082,2,3,7,Prime,27199175.0
1354,5,5,27,Urban,15988804.0
3418,2,3,8,Urban,25358021.0
2466,2,3,25,Suburban,15103507.0
3310,5,4,11,Suburban,23407862.0
3373,1,2,13,Urban,22870042.0
3219,3,2,24,Urban,21478838.0
2514,5,6,13,Urban,21957944.0
508,2,1,3,Suburban,6248071.0
2601,4,5,11,Urban,21770840.0
3020,2,3,9,Suburban,20303789.0
1885,5,4,16,Urban,18802938.0
1796,3,4,5,Urban,16589395.0
2790,5,6,25,Suburban,20907817.0
2289,5,5,28,Prime,23948191.0
3160,4,3,30,Urban,23281252.0
1536,1,1,29,Urban,12323765.0
775,4,3,26,Urban,11555208.0
2426,1,1,20,Urban,15281451.0
3920,2,3,27,Urban,24498612.0
3700,4,3,21,Suburban,22004059.0
2013,1,2,11,Suburban,13908040.0
2468,4,5,16,Prime,24269201.0
2105,1,2,26,Suburban,14158776.0
2971,1,1,16,Urban,20562161.0
2232,5,4,14,Urban,19671918.0
2950,1,2,20,Suburban,18508190.0
3064,5,6,25,Suburban,21482639.0
682,3,2,29,Urban,8763910.0
2148,4,4,12,Urban,17979365.0
752,1,1,17,Urban,8945695.0
2622,3,3,12,Suburban,16538203.0
726,2,3,4,Suburban,9175726.0
1542,2,3,19,Urban,15110638.0
3766,2,3,14,Urban,27222348.0
1388,1,2,21,Urban,11518507.0
3739,4,4,9,Urban,27883012.0
2296,3,2,16,Urban,17359666.0
915,1,1,23,Suburban,7001826.0
918,1,2,2,Suburban,6667339.0
1475,2,3,10,Urban,13663276.0
663,4,3,20,Urban,9125767.0
3270,4,4,26,Suburban,22128715.0
2986,3,2,15,Suburban,18678996.0
3126,1,1,12,Urban,20333801.0
1007,3,4,3,Suburban,10587430.0
2799,1,2,0,Urban,20154054.0
2684,3,2,15,Urban,19816328.0
1145,3,2,5,Prime,15168265.0
3721,4,5,12,Prime,32478749.0
638,3,2,5,Urban,10567258.0
3416,3,2,21,Suburban,21759427.0
612,2,2,15,Suburban,6398130.0
873,3,4,15,Urban,11940556.0
3552,3,3,22,Suburban,22426552.0
2131,1,1,7,Urban,16116604.0
3310,5,4,15,Urban,26631375.0
2429,5,6,12,Suburban,18720338.0
2440,2,3,28,Urban,17486995.0
1708,1,2,3,Suburban,10168385.0
1305,2,3,30,Suburban,10773735.0
1786,3,4,18,Suburban,13419462.0
1706,4,4,6,Urban,16687348.0
3849,5,6,8,Suburban,27185292.0
1000,5,5,21,Suburban,10691078.0
1051,1,2,10,Urban,10659994.0
2397,3,3,26,Urban,18883958.0
3471,3,2,22,Suburban,21117439.0
2626,3,3,30,Urban,18524510.0
3235,3,2,5,Urban,23648615.0
523,4,5,6,Suburban,9344761.0
1143,3,2,26,Urban,12452391.0
978,1,1,21,Prime,12184077.0
1794,1,2,17,Suburban,9918564.0
1503,1,1,21,Urban,11535453.0
2338,5,6,30,Suburban,18863417.0
3449,3,2,5,Prime,27934519.0
3664,5,4,24,Urban,27324619.0
1186,4,4,30,Urban,13262344.0
501,1,1,24,Prime,9437536.0
703,5,5,29,Suburban,10611604.0
3633,3,3,27,Prime,30267319.0
1653,4,4,1,Suburban,14334562.0
697,2,2,14,Prime,12673168.0
2020,1,1,6,Prime,19264984.0
1547,1,2,14,Urban,13551663.0
1568,1,2,20,Prime,16196344.0
511,2,2,19,Urban,6765354.0
2654,5,6,27,Urban,23826304.0
3892,4,3,12,Urban,27671838.0
2810,4,4,10,Prime,26204559.0
3866,2,3,28,Urban,27083037.0
3035,3,3,4,Suburban,20967259.0
2018,5,6,30,Urban,19040731.0
1702,3,2,12,Suburban,12837934.0
2983,4,3,26,Suburban,20581198.0
3885,5,4,9,Prime,32850826.0
676,5,6,24,Suburban,10268545.0
3672,4,3,10,Urban,27680778.0
2440,5,6,17,Suburban,19552358.0
2715,4,4,14,Urban,21912238.0
1719,4,3,23,Suburban,11770824.0
3527,3,2,24,Suburban,24656466.0
2430,5,5,14,Urban,21602213.0
1519,5,4,15,Suburban,13676574.0
1574,3,2,25,Urban,14258858.0
3027,3,2,22,Urban,21690971.0
2828,1,2,23,Suburban,17567740.0
2426,4,3,19,Urban,19174825.0
2178,2,3,19,Urban,16714001.0
613,4,3,6,Urban,10524860.0
2224,2,1,29,Suburban,14439328.0
3412,1,2,19,Urban,22330026.0
2218,5,4,16,Urban,21295823.0
3039,1,1,27,Suburban,18202558.0
1723,4,3,0,Urban,16137163.0
3070,4,4,4,Suburban,21190686.0
2283,3,2,29,Urban,16840452.0
2261,3,4,16,Suburban,16025335.0
3014,2,3,19,Prime,25206323.0
3697,5,4,1,Urban,27564776.0
2714,5,4,21,Urban,22295485.0
1990,4,4,9,Suburban,15861881.0
971,3,2,9,Prime,14932266.0
2253,5,6,1,Urban,21299072.0
2813,4,5,13,Urban,23620587.0
1524,2,2,4,Suburban,10910169.0
1196,3,3,13,Suburban,10475542.0
1936,4,5,7,Suburban,14982305.0
2770,4,5,0,Suburban,22207572.0
2519,4,5,20,Suburban,18270638.0
3090,5,6,7,Suburban,24567774.0
2331,3,3,19,Prime,21501946.0
2749,4,4,29,Urban,22069751.0
2605,5,6,5,Suburban,19381719.0
3268,5,4,16,Urban,26489085.0
3142,5,6,8,Prime,29803175.0
1929,3,3,4,Suburban,13879647.0
3865,3,2,23,Suburban,22471838.0
3968,1,2,15,Suburban,22937557.0
2325,3,3,22,Urban,18537475.0
3602,1,1,5,Urban,22800301.0
2442,3,4,11,Suburban,18200757.0
2356,1,2,24,Urban,17240162.0
2642,1,1,1,Prime,22971150.0
1559,2,2,7,Urban,15032433.0
895,4,4,26,Suburban,7727887.0
3773,1,1,10,Suburban,23232910.0
3991,1,2,20,Suburban,22199560.0
2519,1,2,16,Urban,17666281.0
3251,2,3,21,Suburban,19774974.0
1009,2,2,21,Urban,11265609.0
2824,5,6,18,Suburban,21798390.0
1935,5,5,22,Urban,18381480.0
3749,2,2,26,Prime,28562601.0
914,3,2,10,Urban,10905555.0
1461,1,1,3,Prime,15000699.0
2211,5,5,29,Suburban,17569320.0
1780,2,3,13,Suburban,13335207.0
1420,2,3,17,Suburban,11630453.0
3172,1,1,25,Urban,20136220.0
1040,5,6,7,Suburban,14353038.0
1691,4,3,24,Urban,14673676.0
3157,5,4,30,Urban,25905274.0
623,5,5,5,Suburban,10944822.0
1595,5,5,18,Prime,20293358.0
1067,1,1,20,Prime,12325392.0
3848,4,5,27,Urban,26715131.0
1104,1,2,30,Suburban,7698069.0
2914,2,1,15,Urban,19277958.0
3216,3,4,18,Urban,23304109.0
1850,3,4,23,Urban,16585789.0
3729,4,3,1,Prime,32010661.0
1523,3,3,3,Suburban,13433675.0
915,5,5,30,Suburban,11197219.0
994,3,4,9,Suburban,10496572.0
3899,2,1,18,Urban,24761010.0
1730,5,5,5,Suburban,16029460.0
1704,5,4,8,Suburban,14948339.0
2439,3,2,13,Suburban,15551253.0
3666,2,2,19,Urban,24028369.0
550,1,1,7,Suburban,4226437.0
2464,2,2,26,Suburban,14330664.0
2503,1,1,8,Suburban,16982157.0
2767,4,3,15,Suburban,18426227.0
1243,3,4,9,Suburban,13169762.0
1913,5,6,26,Suburban,16343494.0
1078,5,6,1,Urban,15968643.0
1463,5,5,30,Urban,15596603.0
1036,3,4,30,Urban,12129587.0
759,3,3,15,Urban,11176626.0
1513,3,3,21,Suburban,10695427.0
899,2,2,8,Suburban,8395540.0
2630,4,4,10,Suburban,18831756.0
1557,3,3,24,Prime,17477739.0
1405,5,6,13,Prime,20115509.0
1984,3,2,25,Suburban,13956038.0
2850,2,2,14,Suburban,20044519.0
2715,3,3,10,Suburban,19627341.0
2239,4,4,16,Prime,22343054.0
1027,2,3,12,Urban,11221605.0
1741,1,1,21,Urban,12299098.0
2128,4,5,26,Urban,18965705.0
3862,2,3,13,Suburban,21971478.0
3607,2,3,7,Urban,24504808.0
3771,2,1,10,Urban,25137499.0
1643,3,3,19,Urban,17100084.0
1210,3,4,21,Suburban,10902864.0
1456,1,2,24,Prime,16809931.0
2133,3,4,11,Urban,20216997.0
1090,5,4,19,Urban,13988663.0
2455,2,2,15,Prime,22759856.0
3630,5,5,20,Urban,26830305.0
1716,1,1,15,Urban,14186868.0
1182,4,5,29,Suburban,10685902.0
1789,5,4,28,Prime,21103839.0
1028,5,5,2,Prime,17822344.0
3858,4,3,9,Suburban,25034205.0
802,2,2,22,Suburban,8779996.0
2572,1,2,9,Urban,18304086.0
3246,4,3,29,Urban,23740696.0
3775,4,4,21,Urban,27459284.0
2985,2,1,19,Urban,20816918.0
1715,1,1,30,Urban,13903570.0
3817,5,4,10,Urban,30021509.0
2766,3,2,13,Suburban,17217591.0
2479,3,2,0,Suburban,17340529.0
2412,1,1,26,Urban,15960761.0
883,5,6,11,Urban,15243832.0
3276,5,6,7,Urban,28460066.0
1098,5,6,1,Suburban,13000238.0
1265,3,4,22,Suburban,10419786.0
2273,1,2,12,Urban,16082813.0
631,4,4,26,Suburban,9957480.0
3332,5,4,13,Suburban,24330910.0
3336,4,3,6,Suburban,22868854.0
1107,3,2,3,Suburban,10595429.0
3617,1,1,9,Urban,23682531.0
2394,2,3,7,Urban,18555306.0
658,5,4,27,Urban,10945001.0
2769,2,2,5,Urban,20796200.0
3573,1,1,5,Urban,23477825.0
1855,3,3,23,Suburban,12898693.0
2174,1,1,21,Urban,15051259.0
1100,4,3,2,Suburban,12072241.0
762,3,3,20,Suburban,9718397.0
562,5,6,10,Suburban,9559536.0
1379,3,4,10,Urban,14664021.0
2899,1,2,27,Suburban,17677322.0
1092,5,6,21,Urban,14142033.0
909,1,1,7,Suburban,8458978.0
2330,3,3,14,Suburban,17205302.0
3221,2,1,25,Urban,22142979.0
3984,5,4,2,Urban,29878109.0
3062,4,4,15,Urban,25171470.0
1883,2,2,29,Urban,14440626.0
2273,1,1,10,Suburban,14566339.0
2909,3,4,23,Suburban,19580165.0
1921,3,3,2,Suburban,16005395.0
1552,3,4,29,Urban,12655008.0
3706,3,2,26,Urban,23712245.0
968,2,1,25,Urban,10822304.0
3109,2,3,0,Suburban,19046168.0
3926,3,2,16,Urban,26917344.0
2981,2,3,4,Urban,20706478.0
3598,1,1,15,Suburban,21415777.0
2488,4,4,10,Suburban,17384606.0
846,3,2,25,Suburban,8849496.0
1369,1,1,28,Urban,9656194.0
1378,1,2,2,Urban,12741438.0
2102,5,6,4,Suburban,19180907.0
2399,1,1,19,Urban,18347579.0
629,1,1,2,Suburban,6127135.0
3108,5,4,7,Suburban,22871642.0
2951,5,6,0,Urban,24376397.0
1574,4,5,29,Prime,18421743.0
3380,5,4,0,Suburban,24923373.0
677,2,1,0,Urban,9066629.0
533,5,6,13,Suburban,8214908.0
1442,4,3,30,Urban,13758061.0
897,3,4,18,Urban,11956196.0
2475,2,1,26,Prime,20037944.0
856,1,1,4,Suburban,7939201.0
3514,1,1,2,Urban,24134112.0
1061,4,4,0,Suburban,10727982.0
568,2,3,29,Suburban,6129162.0
3974,2,3,5,Suburban,22823147.0
2990,1,2,17,Urban,19014177.0
2005,1,1,19,Prime,18848006.0
2628,3,4,21,Prime,23586654.0
1058,2,3,27,Urban,9962792.0
1655,1,1,14,Suburban,11146890.0
3375,1,1,30,Urban,21520224.0
2129,3,4,21,Suburban,15939079.0
1684,3,4,14,Urban,16393358.0
637,3,3,3,Suburban,9133769.0
1896,1,1,26,Urban,14049351.0
2214,4,4,6,Suburban,18320424.0
1588,4,5,9,Suburban,16254480.0
3192,5,5,1,Suburban,23146501.0
3057,4,4,29,Suburban,20838106.0
1594,4,4,30,Suburban,12467382.0
2556,1,1,16,Urban,18901084.0
2463,4,4,10,Urban,21979793.0
525,2,2,21,Suburban,6038447.0
2856,4,5,21,Prime,27789511.0
3418,2,3,13,Urban,24484467.0
911,5,6,7,Prime,16347972.0
1186,1,1,16,Suburban,8026944.0
1969,4,5,20,Prime,22137769.0
3689,4,4,24,Urban,27091958.0
1517,4,3,22,Suburban,12662143.0
2743,2,2,6,Urban,22168106.0
1315,5,6,2,Urban,16513309.0
3699,5,4,12,Urban,29149026.0
2590,4,5,30,Prime,24867327.0
2758,2,1,4,Urban,20238108.0
659,5,5,5,Suburban,10673142.0
2820,1,2,23,Suburban,17932790.0
2298,4,4,1,Suburban,18881049.0
3508,5,5,21,Urban,25449964.0
3031,1,2,5,Prime,26077700.0
745,2,3,26,Suburban,4847424.0
1252,5,4,20,Urban,14945161.0
1044,4,3,11,Suburban,10849454.0
619,4,5,8,Urban,12853149.0
1236,4,4,8,Urban,14557383.0
3522,2,3,27,Urban,22383677.0
2140,4,5,22,Urban,18958742.0
3486,4,4,16,Prime,28773363.0
3513,5,5,1,Suburban,25798613.0
1686,2,2,3,Urban,13871399.0
1517,5,6,17,Suburban,14375205.0
3474,5,4,11,Suburban,24139380.0
1889,4,4,29,Suburban,17048964.0
1292,3,2,6,Suburban,11235899.0
1125,4,5,25,Urban,14217284.0
1197,4,3,27,Urban,12717472.0
3734,3,2,21,Suburban,23960047.0
2991,3,3,22,Urban,21667363.0
783,1,1,4,Suburban,7185163.0
957,4,3,18,Suburban,9500224.0
1455,3,3,17,Suburban,12110634.0
1747,1,1,21,Urban,14052291.0
3018,5,6,19,Suburban,22154114.0
2768,1,1,24,Suburban,19066130.0
2995,5,4,13,Suburban,21468427.0
1416,2,1,12,Prime,15897100.0
3132,1,1,4,Urban,20731173.0
522,2,1,0,Suburban,6337325.0
1610,5,5,15,Urban,18107188.0
3684,4,5,28,Suburban,24044821.0
1709,3,2,16,Suburban,12301593.0
1634,2,3,1,Suburban,12125333.0
1784,4,5,4,Urban,18688550.0
1428,4,5,11,Urban,15876421.0
2917,2,3,3,Suburban,19241134.0
2318,2,1,18,Urban,17041815.0
2284,5,4,2,Prime,24263330.0
3413,4,5,9,Prime,29499847.0
2784,2,3,10,Urban,20084159.0
1956,3,3,2,Suburban,15386459.0
2228,2,1,18,Suburban,13712889.0
2353,2,2,28,Prime,21374006.0
3451,3,2,0,Urban,25369666.0
3242,1,2,0,Urban,21191575.0
2743,5,5,0,Prime,28913258.0
3887,3,2,6,Suburban,24225582.0
2430,2,3,18,Prime,22795791.0
2681,2,3,7,Urban,20283757.0
2180,2,3,8,Suburban,15465896.0
3359,1,1,0,Suburban,21187247.0
1179,3,2,30,Prime,14844364.0
1318,4,3,20,Prime,16551652.0
2186,4,3,17,Urban,18033179.0
1301,1,1,0,Suburban,10889232.0
769,5,4,15,Urban,12419672.0
864,2,2,0,Prime,13236126.0
982,2,2,15,Suburban,8323571.0
1452,2,1,13,Suburban,9506938.0
3442,1,1,21,Urban,20963722.0
1316,5,6,22,Urban,16474391.0
575,5,4,7,Prime,16386043.0
3351,2,3,21,Prime,26464785.0
935,4,5,5,Suburban,10159117.0
3841,1,2,0,Urban,23978045.0
598,4,4,16,Suburban,8700225.0
887,3,2,10,Urban,12004330.0
1017,3,4,4,Urban,11928916.0
2797,2,2,19,Suburban,19054181.0
3794,1,2,25,Urban,21544863.0
3964,1,1,26,Urban,23662314.0
1281,4,5,8,Urban,16538443.0
3733,5,4,23,Urban,28740197.0
3926,4,5,6,Urban,27710643.0
1236,1,2,12,Urban,12426884.0
1813,2,3,27,Prime,19643131.0
2571,2,3,28,Suburban,17020037.0
1476,5,6,24,Urban,16627341.0
2900,1,1,26,Suburban,16727316.0
1365,2,3,26,Urban,11195216.0
561,2,3,8,Suburban,6913696.0
3155,1,1,2,Urban,21604742.0
779,1,1,13,Urban,7754965.0
3120,4,3,1,Suburban,20981482.0
3029,3,2,6,Prime,25515794.0
1697,3,4,11,Urban,15966183.0
2287,4,4,2,Urban,21484974.0
2947,1,2,20,Urban,20193232.0
2874,3,2,6,Urban,22349529.0
3765,5,5,8,Urban,30023758.0
887,4,4,17,Prime,14827204.0
3291,3,2,16,Urban,23452870.0
1183,5,6,7,Urban,15588033.0
3368,1,2,13,Prime,25447605.0
3240,4,4,30,Urban,24604314.0
3375,5,5,18,Suburban,23802056.0
1847,1,1,18,Urban,15515498.0
3320,4,4,1,Prime,29019711.0
2214,5,5,21,Urban,21445528.0
3170,4,3,19,Urban,22807992.0
3189,5,6,4,Urban,27242497.0
3646,5,5,23,Suburban,24500205.0
792,5,6,16,Prime,17670250.0
3898,4,4,10,Urban,29177471.0
906,2,1,25,Urban,10542359.0
3443,5,4,6,Suburban,24063546.0
2253,5,6,14,Urban,21679664.0
3339,3,4,21,Urban,23571823.0
2781,2,2,7,Urban,19991447.0
2205,3,3,22,Urban,17812566.0
1656,2,1,20,Prime,15296363.0
3114,1,2,14,Suburban,19285026.0
2305,3,2,5,Suburban,15667431.0
2013,2,1,20,Suburban,13350680.0
3133,4,3,13,Urban,23008118.0
1288,4,3,13,Prime,17860884.0
3528,2,3,30,Urban,22506859.0
1446,5,6,27,Suburban,14510963.0
1378,2,2,4,Prime,17371321.0
1837,4,5,15,Urban,17671358.0
3067,2,2,21,Urban,21147392.0
3792,3,4,2,Prime,29997712.0
1253,1,1,7,Urban,11156830.0
1158,4,4,19,Suburban,12651821.0
2166,3,2,16,Urban,17791816.0
3098,2,2,26,Urban,22482601.0
3081,4,4,8,Suburban,23167522.0
2982,4,4,16,Suburban,18218193.0
1618,3,4,5,Suburban,14036584.0
741,5,4,9,Suburban,10679822.0
2660,5,6,1,Urban,25150869.0
2210,4,5,27,Suburban,16769527.0
1444,4,3,16,Suburban,10244944.0
3958,3,4,29,Suburban,24935414.0
2679,2,1,3,Suburban,19272561.0
3577,4,4,9,Urban,26373870.0
2215,3,2,20,Suburban,14341452.0
2628,3,2,10,Prime,24059558.0
1976,3,3,4,Urban,17906154.0
2815,1,2,22,Urban,18120584.0
948,1,2,26,Suburban,8195550.0
2291,4,4,13,Urban,22025200.0
1856,2,1,22,Prime,17933601.0
2124,5,6,8,Urban,19742598.0
3256,4,5,10,Prime,28407401.0
2024,5,4,14,Urban,19808119.0
1101,2,3,29,Prime,12209918.0
1447,5,5,6,Suburban,14541484.0
3230,1,1,9,Suburban,18198466.0
3968,4,4,25,Urban,26448979.0
3381,2,3,30,Urban,22286024.0
3500,2,2,19,Urban,24191962.0
3723,2,3,20,Prime,28348550.0
1309,4,3,30,Urban,13510677.0
2329,2,3,26,Urban,19281533.0
3841,1,2,14,Urban,24819282.0
2289,1,1,8,Urban,15865425.0
1755,2,2,24,Suburban,11806731.0
2183,3,4,1,Urban,18930129.0
3211,2,3,0,Urban,24555266.0
2438,3,2,9,Urban,18484522.0
2217,1,2,25,Urban,14969660.0
3550,2,3,16,Prime,27424882.0
2060,4,4,14,Urban,18779658.0
2457,4,5,30,Prime,24542297.0
3094,1,1,17,Urban,21440946.0
2481,5,4,16,Urban,22752330.0
2169,4,5,27,Suburban,16780038.0
3228,2,2,21,Suburban,18918521.0
3080,2,3,10,Suburban,19981806.0
1577,2,2,10,Urban,15629592.0
3863,4,4,26,Urban,26558077.0
601,4,5,20,Suburban,8089727.0
3262,5,4,8,Prime,28325556.0
3754,4,3,0,Suburban,25073159.0
2111,1,1,2,Urban,15643851.0
1846,2,2,6,Suburban,12503751.0
3465,3,2,12,Prime,27604357.0
2213,2,3,29,Suburban,14533888.0
1683,2,2,21,Suburban,12706818.0
2152,1,1,2,Urban,16608353.0
3273,2,1,28,Urban,21713498.0
2976,4,3,9,Suburban,20793040.0
1683,5,6,6,Urban,18451918.0
1255,3,4,10,Urban,14177074.0
914,3,3,22,Urban,11388254.0
1396,5,4,5,Urban,15840203.0
2296,5,4,3,Suburban,18545366.0
1325,3,2,20,Prime,16084154.0
1129,5,4,11,Urban,15195673.0
3021,2,3,1,Urban,22762105.0
2349,1,1,22,Urban,16797346.0
2011,5,5,24,Suburban,18683379.0
749,3,2,30,Urban,8779028.0
3989,1,1,10,Urban,27766123.0
3560,1,2,6,Urban,24934812.0
3593,3,3,2,Suburban,24642041.0
3376,2,1,20,Suburban,20223266.0
3885,3,3,2,Suburban,26186124.0
1108,1,1,6,Urban,11753129.0
1231,3,4,1,Urban,15154653.0
3228,2,2,8,Suburban,18215590.0
1221,4,4,21,Suburban,10364602.0
3969,1,1,10,Urban,26818913.0
3164,4,4,12,Suburban,23405845.0
2985,4,3,12,Prime,26966192.0
2766,4,4,22,Urban,21763963.0
3424,2,3,13,Suburban,21866635.0
1570,2,1,28,Urban,11805199.0
3683,5,6,8,Urban,30345455.0
1859,3,4,0,Prime,21375420.0
2061,4,4,8,Suburban,16623468.0
556,1,2,5,Suburban,6782181.0
2890,3,3,14,Urban,20984008.0
3924,1,1,14,Suburban,22256074.0
2447,4,3,17,Urban,20858229.0
879,1,1,1,Urban,10600538.0
985,3,2,27,Prime,15131706.0
3310,4,4,2,Urban,25568415.0
1043,1,1,12,Suburban,7263879.0
2109,3,4,10,Urban,18630564.0
2458,3,4,30,Suburban,16615616.0
3034,3,3,0,Urban,24525508.0
3999,4,3,22,Suburban,24726310.0
768,4,4,14,Urban,12301567.0
1031,3,4,6,Suburban,11183630.0
2337,4,3,22,Urban,21628823.0
3526,5,5,20,Urban,26178039.0
2143,4,5,20,Suburban,17775242.0
2011,5,4,18,Suburban,17346770.0
2949,3,3,9,Suburban,19879660.0
1359,5,5,22,Urban,16072415.0
992,4,5,4,Suburban,12260874.0
2533,4,5,5,Suburban,19389221.0
3778,1,2,19,Suburban,19933557.0
1155,4,4,10,Suburban,11644467.0
3973,4,4,10,Urban,28574166.0
3217,1,1,20,Suburban,17472547.0
1231,2,1,20,Suburban,10297898.0
1174,2,1,22,Suburban,7335950.0
803,1,1,28,Suburban,5840768.0
640,3,4,5,Urban,10560305.0
2382,4,3,6,Urban,19672323.0
848,1,1,2,Urban,9434843.0
2038,5,6,19,Urban,19284783.0
2425,3,2,27,Suburban,14192608.0
2751,1,1,10,Suburban,15684467.0
930,3,4,15,Urban,11100696.0
3943,1,1,9,Prime,28582872.0
900,5,6,5,Urban,15682452.0
3021,3,2,21,Suburban,17922508.0
636,1,2,2,Suburban,5335536.0
3028,3,3,10,Suburban,20533067.0
1466,5,4,15,Prime,19579670.0
3637,1,1,7,Suburban,21192694.0
1710,5,6,8,Suburban,16893950.0
2641,2,2,6,Suburban,19191732.0
3475,3,3,6,Suburban,23445648.0
1661,3,4,15,Urban,15142281.0
1678,5,5,11,Suburban,15418605.0
991,1,1,24,Suburban,6541741.0
3116,4,5,13,Suburban,21975305.0
1446,3,3,5,Suburban,12185233.0
1671,4,5,9,Suburban,14501961.0
2604,1,2,27,Urban,17541703.0
3761,4,3,10,Suburban,24901466.0
1327,4,3,25,Urban,15069345.0
1643,2,2,2,Suburban,12911786.0
1425,4,5,8,Prime,20790180.0
2346,1,1,7,Suburban,14849208.0
2917,4,5,1,Suburban,22198674.0
1156,2,2,8,Suburban,8655642.0
3314,5,5,2,Urban,27055436.0
556,4,3,13,Prime,14916091.0
1518,5,4,10,Suburban,13771877.0
1287,1,1,25,Prime,14601292.0
3785,4,3,13,Urban,27684175.0
936,1,2,23,Urban,8222516.0
3206,3,2,1,Urban,23559059.0
1932,5,4,0,Suburban,18487230.0
1729,4,5,18,Prime,18763990.0
3992,5,4,30,Suburban,27074826.0
2135,3,2,6,Prime,21707672.0
3371,4,5,17,Suburban,25259358.0
972,4,3,1,Prime,16586191.0
1287,3,4,29,Suburban,11396992.0
3241,4,3,29,Urban,22714704.0
3195,4,4,17,Urban,25328860.0
3695,3,3,25,Suburban,23685208.0
1113,5,6,29,Suburban,11534547.0
